Date,close,high,low,open,volume
2025-09-26,1392.0,1416.699951171875,1390.300048828125,1407.199951171875,1899079
2025-09-29,1383.199951171875,1401.300048828125,1377.5999755859375,1393.5999755859375,1978395
2025-09-30,1403.5,1408.0,1387.199951171875,1389.699951171875,1999250
2025-10-01,1422.699951171875,1426.9000244140625,1392.699951171875,1406.0,1602493
2025-10-03,1419.0999755859375,1431.0,1412.5,1413.0,1576970
2025-10-06,1400.5,1419.0999755859375,1395.0,1419.0999755859375,1338654
2025-10-07,1399.5,1415.0,1397.300048828125,1400.800048828125,1608151
2025-10-08,1394.300048828125,1411.0999755859375,1386.0,1399.4000244140625,1704405
2025-10-09,1395.5999755859375,1399.800048828125,1388.4000244140625,1394.5,1250770
2025-10-10,1409.4000244140625,1418.0,1395.699951171875,1400.5,1359246
2025-10-13,1437.800048828125,1441.9000244140625,1396.0,1400.800048828125,2245061
2025-10-14,1429.0,1442.199951171875,1422.0,1440.0,2640234
2025-10-15,1450.699951171875,1456.300048828125,1430.0,1430.0,2675240
2025-10-16,1479.5,1490.5,1453.0,1454.0,6512312
2025-10-17,1479.4000244140625,1489.0,1462.5,1479.5,3290072
2025-10-20,1467.0,1489.0,1459.0999755859375,1488.0,2660484
2025-10-21,1473.5,1481.5,1470.0,1477.0,394024
2025-10-23,1453.0999755859375,1483.5,1450.300048828125,1478.800048828125,2999137
2025-10-24,1429.0,1463.5,1422.300048828125,1463.0,1907383
2025-10-27,1420.5999755859375,1429.800048828125,1410.0,1429.0,2280976
2025-10-28,1417.9000244140625,1435.0,1410.0,1425.9000244140625,2068057
2025-10-29,1454.800048828125,1464.800048828125,1421.5999755859375,1424.0999755859375,3578596
2025-10-30,1457.9000244140625,1463.0,1449.5999755859375,1458.0,1380931
2025-10-31,1451.5,1461.699951171875,1443.0,1457.9000244140625,1141853
2025-11-03,1444.699951171875,1457.4000244140625,1435.300048828125,1451.5,1059573
2025-11-04,1444.4000244140625,1466.300048828125,1432.0,1449.5999755859375,3554714
2025-11-05,1444.4000244140625,1444.4000244140625,1444.4000244140625,1444.4000244140625,0
2025-11-06,1436.800048828125,1466.300048828125,1434.300048828125,1452.0999755859375,2745063
2025-11-07,1448.300048828125,1464.0,1425.0,1435.0,2184538
2025-11-10,1444.9000244140625,1463.9000244140625,1441.0,1452.199951171875,1161695
2025-11-11,1474.4000244140625,1476.0,1437.800048828125,1453.0,2258827
2025-11-12,1506.9000244140625,1515.0,1475.5,1477.0,4641466
2025-11-13,1499.0,1515.0,1487.800048828125,1515.0,2304918
2025-11-14,1512.699951171875,1523.5999755859375,1497.0,1500.0,2345593
2025-11-17,1507.5999755859375,1519.0,1503.0,1518.9000244140625,1750560
2025-11-18,1495.0,1518.9000244140625,1490.199951171875,1518.9000244140625,1818617
2025-11-19,1484.199951171875,1499.5,1478.0,1499.0,1746304
2025-11-20,1491.0999755859375,1505.0,1487.5999755859375,1500.0,1459401
2025-11-21,1479.800048828125,1492.300048828125,1467.0999755859375,1492.0,1165365
2025-11-24,1485.9000244140625,1490.199951171875,1471.300048828125,1482.0,2485518
2025-11-25,1483.9000244140625,1492.4000244140625,1474.5,1490.0,1355333
2025-11-26,1506.199951171875,1523.0,1484.300048828125,1484.300048828125,3986754
2025-11-27,1509.0999755859375,1513.9000244140625,1501.0,1511.800048828125,861910
2025-11-28,1516.9000244140625,1534.300048828125,1503.0999755859375,1510.0,2612938
2025-12-01,1530.5,1549.0,1523.0,1530.0,4059126
2025-12-02,1518.0999755859375,1530.0,1510.0,1528.0999755859375,1974536
2025-12-03,1497.699951171875,1524.0,1488.5999755859375,1514.0,1958074
2025-12-04,1505.5999755859375,1509.0999755859375,1490.199951171875,1497.699951171875,1591805
2025-12-05,1509.4000244140625,1514.0,1493.300048828125,1504.5999755859375,1141428
2025-12-08,1480.5,1510.9000244140625,1472.5999755859375,1509.4000244140625,1070689
2025-12-09,1497.199951171875,1499.199951171875,1460.9000244140625,1476.9000244140625,1327921
2025-12-10,1498.0999755859375,1521.0,1493.5999755859375,1500.0,1677388
2025-12-11,1504.0,1515.0,1495.0,1496.0,1451645
2025-12-12,1522.800048828125,1527.4000244140625,1509.5,1512.0,1152570
2025-12-15,1512.5999755859375,1522.800048828125,1508.0999755859375,1522.800048828125,850425
2025-12-16,1499.0,1512.5999755859375,1494.199951171875,1512.5999755859375,1122212
2025-12-17,1486.300048828125,1500.0,1479.300048828125,1494.0999755859375,964352
2025-12-18,1495.699951171875,1498.0,1476.0,1486.4000244140625,683681
2025-12-19,1496.4000244140625,1503.699951171875,1490.699951171875,1495.0,1276175
2025-12-22,1508.699951171875,1515.0,1497.5,1497.5,1116833
2025-12-23,1493.5999755859375,1513.800048828125,1491.199951171875,1508.699951171875,928446
2025-12-24,1494.300048828125,1507.199951171875,1492.0,1503.0,1318023
2025-12-25,1494.300048828125,1494.300048828125,1494.300048828125,1494.300048828125,0
2025-12-26,1487.0999755859375,1501.4000244140625,1485.0,1499.5999755859375,876540
2025-12-29,1454.4000244140625,1487.0999755859375,1451.0,1487.0999755859375,1568472
2025-12-30,1461.199951171875,1470.5,1447.300048828125,1450.0,3463973
2025-12-31,1469.800048828125,1475.0,1461.300048828125,1468.5,707055
2026-01-01,1481.0999755859375,1490.9000244140625,1470.4000244140625,1472.800048828125,981252
2026-01-02,1489.5,1495.0,1478.300048828125,1480.0999755859375,1251176
2026-01-05,1493.0,1496.800048828125,1479.0999755859375,1488.0,790039
2026-01-06,1473.199951171875,1493.0,1470.699951171875,1490.0,1675609
2026-01-07,1465.300048828125,1480.4000244140625,1459.0,1473.199951171875,2124534
2026-01-08,1465.199951171875,1489.0,1460.300048828125,1468.0,1974347
2026-01-09,1435.9000244140625,1463.0,1431.0,1463.0,2280396
2026-01-12,1443.5,1447.0999755859375,1403.9000244140625,1435.9000244140625,1539180
2026-01-13,1428.5999755859375,1449.0,1420.0,1443.5,919873
2026-01-14,1430.0,1438.9000244140625,1423.0,1429.0,1278819
2026-01-15,1430.0,1430.0,1430.0,1430.0,0
2026-01-16,1421.9000244140625,1448.0,1416.0999755859375,1430.0,1556318
