datetime,open,high,low,close,volume
2025-09-16 05:30:00,25073.6,25261.4,25070.45,25239.1,240122320
2025-09-17 05:30:00,25276.6,25346.5,25275.35,25330.25,268936695
2025-09-18 05:30:00,25441.05,25448.55,25329.75,25423.6,272193683
2025-09-19 05:30:00,25410.2,25431.4,25286.3,25327.05,380362832
2025-09-22 05:30:00,25238.1,25331.7,25151.05,25202.35,254509892
2025-09-23 05:30:00,25209.0,25261.9,25084.65,25169.5,299204338
2025-09-24 05:30:00,25108.75,25149.85,25027.45,25056.9,244382281
2025-09-25 05:30:00,25034.5,25092.7,24878.3,24890.85,342534768
2025-09-26 05:30:00,24818.55,24868.6,24629.45,24654.7,291537949
2025-09-29 05:30:00,24728.55,24791.3,24606.2,24634.9,394388242
2025-09-30 05:30:00,24691.95,24731.8,24587.7,24611.1,303036149
2025-10-01 05:30:00,24620.55,24867.95,24605.95,24836.3,308901205
2025-10-03 05:30:00,24759.55,24904.8,24747.55,24894.25,365850329
2025-10-06 05:30:00,24916.55,25095.95,24881.65,25077.65,268788879
2025-10-07 05:30:00,25085.3,25220.9,25076.3,25108.3,287992307
2025-10-08 05:30:00,25079.75,25192.5,25008.5,25046.15,227439592
2025-10-09 05:30:00,25074.3,25199.25,25024.3,25181.8,286911795
2025-10-10 05:30:00,25167.65,25330.75,25156.85,25285.35,236016218
2025-10-13 05:30:00,25177.3,25267.3,25152.3,25227.35,234563558
2025-10-14 05:30:00,25277.55,25310.35,25060.55,25145.5,291837460
2025-10-15 05:30:00,25181.95,25365.15,25159.35,25323.55,290252378
2025-10-16 05:30:00,25394.9,25625.4,25376.85,25585.3,373229394
2025-10-17 05:30:00,25546.85,25781.5,25508.6,25709.85,421439107
2025-10-20 05:30:00,25824.6,25926.2,25788.5,25843.15,308150601
2025-10-21 05:30:00,25901.2,25934.35,25825.8,25868.6,42701288
2025-10-23 05:30:00,26057.2,26104.2,25862.45,25891.4,450698119
2025-10-24 05:30:00,25935.1,25944.15,25718.2,25795.15,284913477
2025-10-27 05:30:00,25843.2,26005.95,25827.0,25966.05,266337274
2025-10-28 05:30:00,25939.95,26041.7,25810.05,25936.2,395231207
2025-10-29 05:30:00,25982.0,26097.85,25960.3,26053.9,321880610
2025-10-30 05:30:00,25984.4,26032.05,25845.25,25877.85,257373001
2025-10-31 05:30:00,25863.8,25953.75,25711.2,25722.1,334384400
2025-11-03 05:30:00,25696.85,25803.1,25645.5,25763.35,275858501
2025-11-04 05:30:00,25744.75,25787.4,25578.4,25597.65,305143084
2025-11-06 05:30:00,25593.35,25679.15,25491.55,25509.7,371852417
2025-11-07 05:30:00,25433.8,25551.25,25318.45,25492.3,305606393
2025-11-10 05:30:00,25503.5,25653.45,25503.5,25574.35,243592948
2025-11-11 05:30:00,25617.0,25715.8,25449.25,25694.95,297714069
2025-11-12 05:30:00,25834.3,25934.55,25781.15,25875.8,312591022
2025-11-13 05:30:00,25906.1,26010.7,25808.4,25879.15,373090499
2025-11-14 05:30:00,25767.9,25940.2,25740.8,25910.05,353423618
2025-11-17 05:30:00,25948.2,26024.2,25906.35,26013.45,264610565
2025-11-18 05:30:00,26021.8,26029.85,25876.5,25910.05,280000989
2025-11-19 05:30:00,25918.1,26074.65,25856.2,26052.65,250110008
2025-11-20 05:30:00,26132.1,26246.65,26063.2,26192.15,240425729
2025-11-21 05:30:00,26109.55,26179.2,26052.2,26068.15,235581427
2025-11-24 05:30:00,26122.8,26142.8,25912.15,25959.5,464655063
2025-11-25 05:30:00,25998.5,26032.6,25857.5,25884.8,260454909
2025-11-26 05:30:00,25842.95,26215.15,25842.95,26205.3,275265169
2025-11-27 05:30:00,26261.25,26310.45,26141.9,26215.55,240287057
2025-11-28 05:30:00,26237.45,26280.75,26172.4,26202.95,202511545
2025-12-01 05:30:00,26325.8,26325.8,26124.2,26175.75,213828573
2025-12-02 05:30:00,26087.95,26154.6,25997.85,26032.2,254803113
2025-12-03 05:30:00,26004.9,26066.45,25891.0,25986.0,265660108
2025-12-04 05:30:00,25981.85,26098.25,25938.95,26033.75,248099545
2025-12-05 05:30:00,25999.8,26202.6,25985.35,26186.45,249254405
2025-12-08 05:30:00,26159.8,26178.7,25892.25,25960.55,320729920
2025-12-09 05:30:00,25867.1,25923.65,25728.0,25839.65,275978160
2025-12-10 05:30:00,25864.05,25947.65,25734.55,25758.0,207944446
2025-12-11 05:30:00,25771.4,25922.8,25693.25,25898.55,206099631
2025-12-12 05:30:00,25971.2,26057.6,25938.45,26046.95,216344338
2025-12-15 05:30:00,25930.05,26047.15,25904.75,26027.3,181557703
2025-12-16 05:30:00,25951.5,25980.75,25834.35,25860.1,264351195
2025-12-17 05:30:00,25902.4,25929.15,25770.35,25818.55,206521258
2025-12-18 05:30:00,25764.7,25902.35,25726.3,25815.55,197553755
2025-12-19 05:30:00,25911.5,25993.35,25880.45,25966.4,382927284
2025-12-22 05:30:00,26055.85,26180.7,26047.8,26172.4,252990050
2025-12-23 05:30:00,26205.2,26233.55,26119.05,26177.15,216553840
2025-12-24 05:30:00,26170.65,26236.4,26123.0,26142.1,188846828
2025-12-26 05:30:00,26121.25,26144.2,26008.6,26042.3,142243763
2025-12-29 05:30:00,26063.35,26106.8,25920.3,25942.1,234312888
2025-12-30 05:30:00,25940.9,25976.75,25878.0,25938.85,396893959
2025-12-31 05:30:00,25971.05,26187.95,25969.0,26129.6,246314941
2026-01-01 05:30:00,26173.3,26197.55,26113.4,26146.55,425631910
2026-01-02 05:30:00,26155.1,26340.0,26118.4,26328.55,357547806
2026-01-05 05:30:00,26333.7,26373.2,26210.05,26250.3,338777649
2026-01-06 05:30:00,26189.7,26273.95,26124.75,26178.7,383040203
2026-01-07 05:30:00,26143.1,26187.15,26067.9,26140.75,338216740
2026-01-08 05:30:00,26106.5,26133.2,25858.45,25876.85,328520950
2026-01-09 05:30:00,25840.4,25940.6,25623.0,25683.3,348757262
2026-01-12 05:30:00,25669.05,25813.15,25473.4,25790.25,275757268
2026-01-13 05:30:00,25897.35,25899.8,25603.3,25732.3,339536336
2026-01-14 05:30:00,25648.55,25791.75,25603.95,25665.6,393126596
2026-01-16 05:30:00,25696.05,25873.5,25662.4,25694.35,434041776
2026-01-19 05:30:00,25653.1,25653.3,25494.35,25585.5,443087953
2026-01-20 05:30:00,25580.3,25585.0,25171.35,25232.5,409772324
2026-01-21 05:30:00,25141.0,25300.95,24919.8,25157.5,395624981
2026-01-22 05:30:00,25344.15,25435.75,25168.5,25289.9,486395433
2026-01-23 05:30:00,25344.6,25347.95,25025.3,25048.65,393944908
2026-01-27 05:30:00,25063.35,25246.65,24932.55,25175.4,618696080
2026-01-28 05:30:00,25258.85,25372.1,25187.65,25342.75,574903942
2026-01-29 05:30:00,25345.0,25458.15,25159.8,25418.9,582389331
2026-01-30 05:30:00,25247.55,25370.7,25213.65,25320.65,508388604
2026-02-01 05:30:00,25333.75,25440.9,24571.75,24825.45,379370206
2026-02-02 05:30:00,24796.5,25108.1,24679.4,25088.4,449215604
2026-02-03 05:30:00,26308.05,26341.2,25641.3,25727.55,637263148
2026-02-04 05:30:00,25675.05,25818.55,25563.95,25776.0,429788986
2026-02-05 05:30:00,25755.9,25757.65,25579.5,25642.8,343812628
2026-02-06 05:30:00,25605.8,25703.95,25491.9,25693.7,375476124
